title	id	price	sale price	condition	availability	channel	feed label	language	additional image link	all clicks	brand	color	description	google product category	image link	item group id	link	merchant item id	modification info(modification source:modifier)	product detail(attribute name:attribute value:section name)	product type	purchasable without shipping	rating average	rating count	sell on google quantity	shipping(country)	shipping weight	size	sku
Citron Velvet Knot Pillow	shopify_US_8643715039387_47119001583771	125.00 USD			in stock	Online	USD_649363611	en	https://cdn.shopify.com/s/files/1/1129/5340/files/2V8A0006.jpg?v=1749728828,https://cdn.shopify.com/s/files/1/1129/5340/files/2V8A9979_copy.jpg?v=1749728828,https://cdn.shopify.com/s/files/1/1129/5340/files/2V8A9995_copy.jpg?v=1749728828,https://cdn.shopify.com/s/files/1/1129/5340/files/2V8A8125_copy.jpg?v=1749728828	0	knots studio		"Bring luxury and elegance to any room with our perfectly crafted knot pillows. Each pillow is designed for ultimate softness and style, making it the perfect addition to any home decor."	home & garden > linens & bedding > bedding > pillows	https://cdn.shopify.com/s/files/1/1129/5340/files/citronpillow.jpg?v=1749728828		https://www.knots-studio.com/products/citron-velvet-knot-pillow-1?variant=47119001583771&country=AE&currency=USD&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic	gid://shopify/ProductVariant/47119001583771	third party shopify:third party syncing		Knot Pillow				14		0.3 kg		
Sterling Grey Velvet Woven Stool	shopify_US_8489404432539_46392684019867	465.00 USD	418.00 USD		in stock	Online	US	en	https://cdn.shopify.com/s/files/1/1129/5340/files/greystool5.jpg?v=1747514260,https://cdn.shopify.com/s/files/1/1129/5340/files/greystool2.jpg?v=1747514260,https://cdn.shopify.com/s/files/1/1129/5340/files/greystool3.jpg?v=1747514280,https://cdn.shopify.com/s/files/1/1129/5340/files/greystool.jpg?v=1747514260	0	Knots Studio		"Expertly crafted with a blend of fine velvet fabric and natural Beechwood, the hand-woven stool enhances any entryway or living space with its elegant and playful design. This lasting piece combines beauty and functionality, creating a stunning addition to your home."	furniture > chairs	https://cdn.shopify.com/s/files/1/1129/5340/files/greystool4.jpg?v=1747514260		https://www.knots-studio.com/products/sterling-grey-velvet-woven-stool?variant=46392684019867&country=US&currency=USD&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic	gid://shopify/ProductVariant/46392684019867	third party shopify:third party syncing		Woven stool				8		4 kg		20017Gry
Set Of 3 Baskets- Red Earth	shopify_US_8913574199451_48047264399515	545.00 USD	495.00 USD		in stock	Online	USD_649363611	en		0	Knots Studio		"Transform your space with our handcrafted storage baskets that bring sophisticated organization to your bedroom, living room, or entryway. Each basket is meticulously crafted by hand, creating a unique accent piece that serves both functional and aesthetic purposes. Perfect for shelves or floor placement, these versatile baskets elevate your home's style while keeping your space beautifully organized."	home & garden > decor > baskets	https://cdn.shopify.com/s/files/1/1129/5340/files/Neta_tesler_change_the_color_of_the__cream_baskets_to_the_color_of_the_red_ba_aa21b7ee-084d-4045-b1c2-dadbc08c4e31_upscaled.png?v=1771845507		https://www.knots-studio.com/products/set-of-3-baskets-ted-earth?variant=48047264399515&country=AE&currency=USD&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic	gid://shopify/ProductVariant/48047264399515	third party shopify:third party syncing		Set of 3 Baskets				16		3 kg		30060red
"Ivory Velvet Woven Bench 47"""	shopify_US_8489417703579_46392747786395	1045.00 USD	783.00 USD		in stock	Online	US	en	https://cdn.shopify.com/s/files/1/1129/5340/files/A038F31F-29B0-4FAD-9AA0-8D8DA07370D0.jpg?v=1754769838,https://cdn.shopify.com/s/files/1/1129/5340/files/ivory2copy2_ac97268c-fa18-4d5f-bf67-9d85b4bf877f.jpg?v=1754769838,https://cdn.shopify.com/s/files/1/1129/5340/files/All_benches-03.jpg?v=1754771036,https://cdn.shopify.com/s/files/1/1129/5340/files/ivory2.jpg?v=1754769838	1	Knots Studio		"Born of appreciation for elegance, the weaved bench is a handmade piece that brings a sculptural, playful air to any entryway or living space.

Each bench is crafted with care using a weaving technique that blends fine velvet fabric and natural Beechwood that is beautiful, functional and lasts for years."	furniture > benches	https://cdn.shopify.com/s/files/1/1129/5340/files/ivory120.jpg?v=1754769838	shopify_US_8489417703579	https://www.knots-studio.com/products/ivory-velvet-woven-bench?variant=46392747786395&country=US&currency=USD&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic	gid://shopify/ProductVariant/46392747786395	third party shopify:third party syncing	size:"47""":Variant	Woven bench				14		9 kg	"47"""	20047Ivr
(L) Citron Knot Ottoman	shopify_US_8483246538907_46361291358363	698.00 USD	625.00 USD		in stock	Online	USD_649363611	en	https://cdn.shopify.com/s/files/1/1129/5340/files/Photoroom_20250809_185431.jpg?v=1754772462,https://cdn.shopify.com/s/files/1/1129/5340/files/2V8A7561_d736dbc9-6473-4f54-9e1c-76135e0a565c.jpg?v=1754772462,https://cdn.shopify.com/s/files/1/1129/5340/files/NEW_COLORS.jpg?v=1773168630,https://cdn.shopify.com/s/files/1/1129/5340/files/2V8A9958.jpgc.jpg?v=1762443522,https://cdn.shopify.com/s/files/1/1129/5340/files/2V8A9955.jpgc.jpg?v=1762443522,https://cdn.shopify.com/s/files/1/1129/5340/files/2V8A9956.jpgc.jpg?v=1762443522	0	knots studio		This unique Knot cushion is inspired by nautical elements and aesthetics. The cushion utilizes a unique tying technique that makes the cushion beautiful and fun	home & garden > decor > ottoman cushions	https://cdn.shopify.com/s/files/1/1129/5340/files/cit2.jpg?v=1762443522		https://www.knots-studio.com/products/l-citron-knot-floor-cushion-new?variant=46361291358363&country=AE&currency=USD&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic	gid://shopify/ProductVariant/46361291358363	third party shopify:third party syncing		Large knot cushion				7		8 kg		10030Cit
Knots Studio Gift Card $650.00	shopify_US_7900041969819_44732986327195	650.00 USD			in stock	Online	USD_649363611	en		0	Knots Studio		"Our Knots gift card is the perfect solution for when you're unsure of what to gift! Not sure what to get someone special? Give them the freedom to choose with a Knots gift card. It's an effortless way to ensure they receive exactly what they want. Upon purchase, the gift card is conveniently delivered via email and comes with simple instructions for redemption at checkout."		https://cdn.shopify.com/s/files/1/1129/5340/files/aKnotsgiftcardforyou_4.png?v=1765894025	shopify_US_7900041969819	https://www.knots-studio.com/products/knots-studio-gift-card?variant=44732986327195&country=AE&currency=USD&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic	gid://shopify/ProductVariant/44732986327195	third party shopify:third party syncing	gift card amount:$650.00:Variant		true					0 kg		
Knots Placemats- Set of 6 Ocean colors	shopify_US_8437155332251_46184572780699	165.00 USD			out of stock	Online	USD_649363611	en	https://cdn.shopify.com/s/files/1/1129/5340/files/placematsredcollection.jpg?v=1742561779,https://cdn.shopify.com/s/files/1/1129/5340/files/2blueclosup.jpg?v=1742561779,https://cdn.shopify.com/s/files/1/1129/5340/files/blueclose_up1.jpg?v=1742561779,https://cdn.shopify.com/s/files/1/1129/5340/files/redclose_up4.jpg?v=1742561779,https://cdn.shopify.com/s/files/1/1129/5340/files/redclose_up3.jpg?v=1742561779,https://cdn.shopify.com/s/files/1/1129/5340/files/redcloseup1.jpg?v=1742561779,https://cdn.shopify.com/s/files/1/1129/5340/files/redclose_up7_ed3e4d37-7731-4b9c-a768-03b91b300b8b.jpg?v=1742561779,https://cdn.shopify.com/s/files/1/1129/5340/files/redclose_up6.jpg?v=1742561779,https://cdn.shopify.com/s/files/1/1129/5340/files/redclose_up5.jpg?v=1742561779,https://cdn.shopify.com/s/files/1/1129/5340/files/blueclose_up3_8ac6b0d3-9c47-41e3-b208-6034977d28b6.jpg?v=1742561779,https://cdn.shopify.com/s/files/1/1129/5340/files/blueclose_up5.jpg?v=1742561779,https://cdn.shopify.com/s/files/1/1129/5340/files/redclose_up2.jpg?v=1742561779	0	Knots Studio	Ocean colors	"Elevate your holiday table with our set of six artisanal placemats. Inspired by traditional weaving techniques yet stunningly modern, these conversation-starting placemats will captivate your guests with their sophisticated patterns.
Available in two striking color palettes:
Sunset Collection: Warm, vibrant tones creat"	home & garden > linens & bedding > table linens > placemats	https://cdn.shopify.com/s/files/1/1129/5340/files/blue1_8006784d-92c7-4ce6-b729-f6abbf2f0ee1.jpg?v=1742561779	shopify_US_8437155332251	https://www.knots-studio.com/products/knots-placemats-set-of-6?variant=46184572780699&country=AE&currency=USD&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic	gid://shopify/ProductVariant/46184572780699	third party shopify:third party syncing	color:Ocean colors:Variant	textile goods				0		0.3 kg		
Knots Studio Gift Card $100.00	shopify_US_7900041969819_44248224465051	100.00 USD			in stock	Online	USD_649363611	en		0	Knots Studio		"Our Knots gift card is the perfect solution for when you're unsure of what to gift! Not sure what to get someone special? Give them the freedom to choose with a Knots gift card. It's an effortless way to ensure they receive exactly what they want. Upon purchase, the gift card is conveniently delivered via email and comes with simple instructions for redemption at checkout."		https://cdn.shopify.com/s/files/1/1129/5340/files/aKnotsgiftcardforyou_4.png?v=1765894025	shopify_US_7900041969819	https://www.knots-studio.com/products/knots-studio-gift-card?variant=44248224465051&country=AE&currency=USD&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic	gid://shopify/ProductVariant/44248224465051	third party shopify:third party syncing	gift card amount:$100.00:Variant		true					0 kg		
Petrol Velvet Woven Stool	shopify_US_8489399812251_46392670650523	465.00 USD	418.00 USD		in stock	Online	USD_649363611	en	https://cdn.shopify.com/s/files/1/1129/5340/files/petrolstool.jpg?v=1747513804,https://cdn.shopify.com/s/files/1/1129/5340/files/Facetune_10-12-2020-11-02-43.jpg?v=1747513771,https://cdn.shopify.com/s/files/1/1129/5340/files/petrolstool3.jpg?v=1747513717,https://cdn.shopify.com/s/files/1/1129/5340/files/petrolstool2.jpg?v=1747513717	0	Knots Studio		"Expertly crafted with a blend of fine velvet fabric and natural Beechwood, the hand-woven stool enhances any entryway or living space with its elegant and playful design. This lasting piece combines beauty and functionality, creating a stunning addition to your home."	furniture > chairs	https://cdn.shopify.com/s/files/1/1129/5340/files/petrol1.jpg?v=1747513785		https://www.knots-studio.com/products/ivory-velvet-woven-stool-copy?variant=46392670650523&country=AE&currency=USD&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic	gid://shopify/ProductVariant/46392670650523	third party shopify:third party syncing		Woven stool				13		4 kg		20017Ptr
(M) Truffle Knot Ottoman	shopify_US_8483269542043_46361378226331	535.00 USD	401.00 USD		in stock	Online	US	en	https://cdn.shopify.com/s/files/1/1129/5340/files/8085DCE4-4874-4A6E-9B36-FFAB3DE1333F.jpg?v=1761566445,https://cdn.shopify.com/s/files/1/1129/5340/files/truf3.jpg?v=1754770043,https://cdn.shopify.com/s/files/1/1129/5340/files/trufflel.jpg?v=1754770043	0	knots studio		This unique Knot cushion is inspired by nautical elements and aesthetics. The cushion utilizes a unique tying technique that makes the cushion beautiful and fun	home & garden > decor > ottoman cushions	https://cdn.shopify.com/s/files/1/1129/5340/files/trufle_m.jpg?v=1754769964		https://www.knots-studio.com/products/m-truffle-knot-floor-cushion-new?variant=46361378226331&country=US&currency=USD&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic	gid://shopify/ProductVariant/46361378226331	third party shopify:third party syncing		Medium Knot Cushion				9		4 kg		10020Trf
(M) Citron Knot Ottoman	shopify_US_8483273179291_46361400410267	495.00 USD	445.00 USD		in stock	Online	US	en	https://cdn.shopify.com/s/files/1/1129/5340/files/cit2.jpg?v=1762443522,https://cdn.shopify.com/s/files/1/1129/5340/files/2V8A9955.jpgc.jpg?v=1762443522,https://cdn.shopify.com/s/files/1/1129/5340/files/2V8A9958.jpgc.jpg?v=1762443522,https://cdn.shopify.com/s/files/1/1129/5340/files/2V8A9956.jpgc.jpg?v=1762443522	1	knots studio		This unique Knot cushion is inspired by nautical elements and aesthetics. The cushion utilizes a unique tying technique that makes the cushion beautiful and fun	home & garden > decor > ottoman cushions	https://cdn.shopify.com/s/files/1/1129/5340/files/cit_m.jpg?v=1746882202		https://www.knots-studio.com/products/m-citron-knot-floor-cushion-new?variant=46361400410267&country=US&currency=USD&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic	gid://shopify/ProductVariant/46361400410267	third party shopify:third party syncing		Medium Knot Cushion				2		4 kg		10020Cit
Knots Studio Gift Card $900.00	shopify_US_7900041969819_44732986458267	900.00 USD			in stock	Online	USD_649363611	en		0	Knots Studio		"Our Knots gift card is the perfect solution for when you're unsure of what to gift! Not sure what to get someone special? Give them the freedom to choose with a Knots gift card. It's an effortless way to ensure they receive exactly what they want. Upon purchase, the gift card is conveniently delivered via email and comes with simple instructions for redemption at checkout."		https://cdn.shopify.com/s/files/1/1129/5340/files/aKnotsgiftcardforyou_4.png?v=1765894025	shopify_US_7900041969819	https://www.knots-studio.com/products/knots-studio-gift-card?variant=44732986458267&country=AE&currency=USD&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic	gid://shopify/ProductVariant/44732986458267	third party shopify:third party syncing	gift card amount:$900.00:Variant		true					0 kg		
(S) Hull Basket in Graphite Ultra suede	shopify_US_8502535454875_46613169373339	135.00 USD	115.00 USD		in stock	Online	USD_649363611	en	https://cdn.shopify.com/s/files/1/1129/5340/files/Photoroom_20250713_180517.png?v=1752419223,https://cdn.shopify.com/s/files/1/1129/5340/files/Screenshot_2025-07-14_at_11.37.07.png?v=1757400395	0	knots studio		"Transform your space with our handcrafted storage baskets that bring sophisticated organization to your bedroom, living room, or entryway. Each basket is meticulously crafted by hand, creating a unique accent piece that serves both functional and aesthetic purposes. Perfect for shelves or floor placement, these versatile baskets elevate your home's style while keeping your space beautifully organised."	home & garden > decor > baskets	https://cdn.shopify.com/s/files/1/1129/5340/files/Photoroom_20250713_180612.png?v=1752419223		https://www.knots-studio.com/products/s-hull-basket-in-graphite-ultra-suede?variant=46613169373339&country=AE&currency=USD&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic	gid://shopify/ProductVariant/46613169373339	third party shopify:third party syncing						14		0.5 kg		30010grf
Knots Studio Gift Card $350.00	shopify_US_7900041969819_44732986196123	350.00 USD			in stock	Online	USD_649363611	en		0	Knots Studio		"Our Knots gift card is the perfect solution for when you're unsure of what to gift! Not sure what to get someone special? Give them the freedom to choose with a Knots gift card. It's an effortless way to ensure they receive exactly what they want. Upon purchase, the gift card is conveniently delivered via email and comes with simple instructions for redemption at checkout."		https://cdn.shopify.com/s/files/1/1129/5340/files/aKnotsgiftcardforyou_4.png?v=1765894025	shopify_US_7900041969819	https://www.knots-studio.com/products/knots-studio-gift-card?variant=44732986196123&country=AE&currency=USD&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic	gid://shopify/ProductVariant/44732986196123	third party shopify:third party syncing	gift card amount:$350.00:Variant		true					0 kg		
Knots Placemats- Set of 6 Ocean colors	shopify_US_8437155332251_46184572780699	165.00 USD			out of stock	Online	US	en	https://cdn.shopify.com/s/files/1/1129/5340/files/placematsredcollection.jpg?v=1742561779,https://cdn.shopify.com/s/files/1/1129/5340/files/2blueclosup.jpg?v=1742561779,https://cdn.shopify.com/s/files/1/1129/5340/files/blueclose_up1.jpg?v=1742561779,https://cdn.shopify.com/s/files/1/1129/5340/files/redclose_up4.jpg?v=1742561779,https://cdn.shopify.com/s/files/1/1129/5340/files/redclose_up3.jpg?v=1742561779,https://cdn.shopify.com/s/files/1/1129/5340/files/redcloseup1.jpg?v=1742561779,https://cdn.shopify.com/s/files/1/1129/5340/files/redclose_up7_ed3e4d37-7731-4b9c-a768-03b91b300b8b.jpg?v=1742561779,https://cdn.shopify.com/s/files/1/1129/5340/files/redclose_up6.jpg?v=1742561779,https://cdn.shopify.com/s/files/1/1129/5340/files/redclose_up5.jpg?v=1742561779,https://cdn.shopify.com/s/files/1/1129/5340/files/blueclose_up3_8ac6b0d3-9c47-41e3-b208-6034977d28b6.jpg?v=1742561779,https://cdn.shopify.com/s/files/1/1129/5340/files/blueclose_up5.jpg?v=1742561779,https://cdn.shopify.com/s/files/1/1129/5340/files/redclose_up2.jpg?v=1742561779	0	Knots Studio	Ocean colors	"Elevate your holiday table with our set of six artisanal placemats. Inspired by traditional weaving techniques yet stunningly modern, these conversation-starting placemats will captivate your guests with their sophisticated patterns.
Available in two striking color palettes:
Sunset Collection: Warm, vibrant tones creat"	home & garden > linens & bedding > table linens > placemats	https://cdn.shopify.com/s/files/1/1129/5340/files/blue1_8006784d-92c7-4ce6-b729-f6abbf2f0ee1.jpg?v=1742561779	shopify_US_8437155332251	https://www.knots-studio.com/products/knots-placemats-set-of-6?variant=46184572780699&country=US&currency=USD&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic	gid://shopify/ProductVariant/46184572780699	third party shopify:third party syncing	color:Ocean colors:Variant	textile goods				0		0.3 kg		
Mauve Velvet Woven Stool	shopify_US_8489403154587_46392679399579	465.00 USD	418.00 USD		in stock	Online	US	en	https://cdn.shopify.com/s/files/1/1129/5340/files/mauvestools4.jpg?v=1770899152,https://cdn.shopify.com/s/files/1/1129/5340/files/2V8A7796_99a8df7b-e3c2-4cb9-9824-e74b3202f148.jpg?v=1770899152,https://cdn.shopify.com/s/files/1/1129/5340/files/2V8A7798.jpg3.jpg?v=1770898960,https://cdn.shopify.com/s/files/1/1129/5340/files/mauvestool1.jpg?v=1770898960,https://cdn.shopify.com/s/files/1/1129/5340/files/mauvestools3.jpg?v=1770898960	0	Knots Studio		"Expertly crafted with a blend of fine velvet fabric and natural Beechwood, the hand-woven stool enhances any entryway or living space with its elegant and playful design. This lasting piece combines beauty and functionality, creating a stunning addition to your home."	furniture > chairs	https://cdn.shopify.com/s/files/1/1129/5340/files/mauvestools2.jpg?v=1770899152		https://www.knots-studio.com/products/mauve-velvet-woven-stool-1?variant=46392679399579&country=US&currency=USD&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic	gid://shopify/ProductVariant/46392679399579	third party shopify:third party syncing		Woven stool				11		4 kg		20017Mve
Ivory Velvet Woven Stool	shopify_US_8489396961435_46392655610011	465.00 USD	418.00 USD		in stock	Online	US	en	https://cdn.shopify.com/s/files/1/1129/5340/files/ivorywovenstool4.jpg?v=1747515483,https://cdn.shopify.com/s/files/1/1129/5340/files/ivorywovenstool5.jpg?v=1747515483,https://cdn.shopify.com/s/files/1/1129/5340/files/ivorywovenstool6.jpg?v=1747515483	0	Knots Studio		"Expertly crafted with a blend of fine velvet fabric and natural Beechwood, the hand-woven stool enhances any entryway or living space with its elegant and playful design. This lasting piece combines beauty and functionality, creating a stunning addition to your home."	furniture > chairs	https://cdn.shopify.com/s/files/1/1129/5340/files/ivory2copy2.jpg?v=1747515483		https://www.knots-studio.com/products/ivory-velvet-woven-stool?variant=46392655610011&country=US&currency=USD&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic	gid://shopify/ProductVariant/46392655610011	third party shopify:third party syncing		Woven stool				10		4 kg		20017Ivr
Mauve Velvet Knot Pillow	shopify_US_8483678453915_46362814382235	125.00 USD	100.00 USD		in stock	Online	USD_649363611	en	https://cdn.shopify.com/s/files/1/1129/5340/files/mauve_pillow.jpg?v=1746959324,https://cdn.shopify.com/s/files/1/1129/5340/files/Neta_tesler_Product_photography_of_handcrafted_burgundy_knot_pillows_on_a_lux_807cc424-36fa-44b0-a763-dad4bde26104.jpg?v=1773164163,https://cdn.shopify.com/s/files/1/1129/5340/files/NEW_COLORS.jpg?v=1773168630	0	Knots Studio		This unique Knot cushion is inspired by nautical elements and aesthetics. The cushion utilizes a unique tying technique that makes the cushion beautiful and fun	home & garden > linens & bedding > bedding > pillows	https://cdn.shopify.com/s/files/1/1129/5340/files/mauve_pillow_2.jpg?v=1746959344		https://www.knots-studio.com/products/mauve-velvet-knot-pillow-new?variant=46362814382235&country=AE&currency=USD&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic	gid://shopify/ProductVariant/46362814382235	third party shopify:third party syncing		Knot pillow				11		0.3 kg		10010Mve
Citron Velvet Woven Stool	shopify_US_8175959900315_45184388923547	485.00 USD	363.00 USD		in stock	Online	USD_649363611	en	https://cdn.shopify.com/s/files/1/1129/5340/files/Photoroom_20250809_185135.jpg?v=1770645145,https://cdn.shopify.com/s/files/1/1129/5340/files/2V8A7798_ea88a215-ed80-4532-a9fc-ac605ebf7c0e.jpg?v=1770645145,https://cdn.shopify.com/s/files/1/1129/5340/files/2V8A7795.jpgr.jpg?v=1770645145,https://cdn.shopify.com/s/files/1/1129/5340/files/2V8A7796.jpgf.jpg?v=1770645145,https://cdn.shopify.com/s/files/1/1129/5340/files/2V8A9893.jpgcit.jpg?v=1770645145,https://cdn.shopify.com/s/files/1/1129/5340/files/2V8A9913.jpg_citr.jpg?v=1770645145	0	Knots Studio		"Expertly crafted with a blend of fine velvet fabric and natural Beechwood, the hand-woven stool enhances any entryway or living space with its elegant and playful design. This lasting piece combines beauty and functionality, creating a stunning addition to your home."	furniture > chairs > table & bar stools	https://cdn.shopify.com/s/files/1/1129/5340/files/citron_stool.jpg?v=1773168585		https://www.knots-studio.com/products/citron-velvet-woven-stool?variant=45184388923547&country=AE&currency=USD&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic	gid://shopify/ProductVariant/45184388923547	third party shopify:third party syncing		Woven stool				11		4 kg		20017Cit
Knots Studio Gift Card $700.00	shopify_US_7900041969819_44732986359963	700.00 USD			in stock	Online	USD_649363611	en		0	Knots Studio		"Our Knots gift card is the perfect solution for when you're unsure of what to gift! Not sure what to get someone special? Give them the freedom to choose with a Knots gift card. It's an effortless way to ensure they receive exactly what they want. Upon purchase, the gift card is conveniently delivered via email and comes with simple instructions for redemption at checkout."		https://cdn.shopify.com/s/files/1/1129/5340/files/aKnotsgiftcardforyou_4.png?v=1765894025	shopify_US_7900041969819	https://www.knots-studio.com/products/knots-studio-gift-card?variant=44732986359963&country=AE&currency=USD&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic	gid://shopify/ProductVariant/44732986359963	third party shopify:third party syncing	gift card amount:$700.00:Variant		true					0 kg		
Knots Placemats- Set of 6 Sunset colors	shopify_US_8437155332251_46184572747931	165.00 USD			out of stock	Online	US	en	https://cdn.shopify.com/s/files/1/1129/5340/files/placematsredcollection.jpg?v=1742561779,https://cdn.shopify.com/s/files/1/1129/5340/files/2blueclosup.jpg?v=1742561779,https://cdn.shopify.com/s/files/1/1129/5340/files/blueclose_up1.jpg?v=1742561779,https://cdn.shopify.com/s/files/1/1129/5340/files/redclose_up4.jpg?v=1742561779,https://cdn.shopify.com/s/files/1/1129/5340/files/redclose_up3.jpg?v=1742561779,https://cdn.shopify.com/s/files/1/1129/5340/files/redcloseup1.jpg?v=1742561779,https://cdn.shopify.com/s/files/1/1129/5340/files/redclose_up7_ed3e4d37-7731-4b9c-a768-03b91b300b8b.jpg?v=1742561779,https://cdn.shopify.com/s/files/1/1129/5340/files/redclose_up6.jpg?v=1742561779,https://cdn.shopify.com/s/files/1/1129/5340/files/redclose_up5.jpg?v=1742561779,https://cdn.shopify.com/s/files/1/1129/5340/files/blueclose_up3_8ac6b0d3-9c47-41e3-b208-6034977d28b6.jpg?v=1742561779,https://cdn.shopify.com/s/files/1/1129/5340/files/blueclose_up5.jpg?v=1742561779,https://cdn.shopify.com/s/files/1/1129/5340/files/redclose_up2.jpg?v=1742561779	0	Knots Studio	Sunset colors	"Elevate your holiday table with our set of six artisanal placemats. Inspired by traditional weaving techniques yet stunningly modern, these conversation-starting placemats will captivate your guests with their sophisticated patterns.
Available in two striking color palettes:
Sunset Collection: Warm, vibrant tones creat"	home & garden > linens & bedding > table linens > placemats	https://cdn.shopify.com/s/files/1/1129/5340/files/closeup_red.jpg?v=1742561779	shopify_US_8437155332251	https://www.knots-studio.com/products/knots-placemats-set-of-6?variant=46184572747931&country=US&currency=USD&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic	gid://shopify/ProductVariant/46184572747931	third party shopify:third party syncing	color:Sunset colors:Variant	textile goods				0		0.3 kg		
Sterling Grey Velvet Knot Pillow	shopify_US_8483675111579_46362807206043	125.00 USD	100.00 USD		in stock	Online	US	en		0	Knots Studio		This unique Knot cushion is inspired by nautical elements and aesthetics. The cushion utilizes a unique tying technique that makes the cushion beautiful and fun	home & garden > linens & bedding > bedding > pillows	https://cdn.shopify.com/s/files/1/1129/5340/files/greypillow.jpg?v=1746955679		https://www.knots-studio.com/products/sterling-grey-velvet-knot-pillow-new?variant=46362807206043&country=US&currency=USD&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic	gid://shopify/ProductVariant/46362807206043	third party shopify:third party syncing		Knot pillow				12		0.3 kg		10010Gry
(L) Hull Basket in Cobalt Ultra suede	shopify_US_8502532178075_46613149679771	275.00 USD	234.00 USD		in stock	Online	US	en	https://cdn.shopify.com/s/files/1/1129/5340/files/Photoroom_20250714_101110.png?v=1752477932,https://cdn.shopify.com/s/files/1/1129/5340/files/Photoroom_20250714_102645.png?v=1752478078,https://cdn.shopify.com/s/files/1/1129/5340/files/Screenshot_2025-07-14_at_11.37.07.png?v=1757400395	0	knots studio		"Transform your space with our handcrafted storage baskets that bring sophisticated organization to your bedroom, living room, or entryway. Each basket is meticulously crafted by hand, creating a unique accent piece that serves both functional and aesthetic purposes. Perfect for shelves or floor placement, these versatile baskets elevate your home's style while keeping your space beautifully organised."	home & garden > decor > baskets	https://cdn.shopify.com/s/files/1/1129/5340/files/Photoroom_20250714_095317.jpg?v=1752477913		https://www.knots-studio.com/products/l-hull-basket-in-cobalt-ultra-suede?variant=46613149679771&country=US&currency=USD&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic	gid://shopify/ProductVariant/46613149679771	third party shopify:third party syncing						8		1.5 kg		30030blu
Printed Two-sided Throw Pillow- Sunset Colors	shopify_US_8742120063131_47452908847259	72.50 USD			out of stock	Online	USD_649363611	en	https://cdn.shopify.com/s/files/1/1129/5340/files/lifestyle-shot-6ee0a4e7-7059-4039-a018-bf7490588cfa.jpg?v=1761744621,https://cdn.shopify.com/s/files/1/1129/5340/files/UntitledSession292443_SMALL_bf7fef63-25a5-4282-b491-56d627a26bba.jpg?v=1761744621,https://cdn.shopify.com/s/files/1/1129/5340/files/UntitledSession292441_SMALL_371ff4db-1a42-4386-a5a0-d926bc6682d8.jpg?v=1761744621	0	Knots Studio		"Inspired by classic tablecloths, the Knot prints blend the aesthetics of weaving and knotting with traditional tablecloth designs. The result is vibrant, two-sided prints that make a bold statement in any space."	home & garden > decor > throw pillows	https://cdn.shopify.com/s/files/1/1129/5340/files/e8ef5653-71f7-47a0-9727-0b4f6182c08c.jpg?v=1761744645		https://www.knots-studio.com/products/printed-throw-pillows-sunset-colors?variant=47452908847259&country=AE&currency=USD&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic	gid://shopify/ProductVariant/47452908847259	third party shopify:third party syncing		pill				0		0.3 kg		
